frame,player_id,keypoint,x,y,confidence
8,1,left_shoulder,239.76760864257812,422.403076171875,0.994772732257843
8,1,right_shoulder,171.22344970703125,423.03668212890625,0.9965699911117554
8,1,left_elbow,268.3020324707031,456.8621826171875,0.9759146571159363
8,1,right_elbow,145.49266052246094,459.61767578125,0.9805979132652283
8,1,left_wrist,273.67413330078125,479.478515625,0.961158275604248
8,1,right_wrist,142.63882446289062,488.41644287109375,0.9636716842651367
8,1,left_hip,223.9633331298828,492.6087646484375,0.9966956377029419
8,1,right_hip,180.93789672851562,492.3320617675781,0.9973276853561401
8,1,left_knee,222.7431640625,555.3538208007812,0.991011381149292
8,1,right_knee,176.0841522216797,554.6337280273438,0.9912989735603333
8,1,left_ankle,212.42359924316406,624.09375,0.9712680578231812
8,1,right_ankle,176.4197235107422,623.8811645507812,0.9716853499412537
9,1,nose,207.2964630126953,402.265380859375,0.9721855521202087
9,1,left_eye,213.06988525390625,396.24554443359375,0.953416645526886
9,1,right_eye,200.27980041503906,396.28594970703125,0.9508898854255676
9,1,left_ear,221.87811279296875,396.59417724609375,0.7526633739471436
9,1,right_ear,188.77439880371094,396.5572509765625,0.7295203804969788
9,1,left_shoulder,239.39639282226562,422.3691101074219,0.9946805834770203
9,1,right_shoulder,170.43441772460938,423.320068359375,0.9965490102767944
9,1,left_elbow,268.2548828125,457.080322265625,0.9755240082740784
9,1,right_elbow,144.8433380126953,460.387451171875,0.9806893467903137
9,1,left_wrist,274.0469970703125,480.7994384765625,0.9607667326927185
9,1,right_wrist,142.919189453125,489.8929748535156,0.9638543128967285
9,1,left_hip,223.732421875,491.8480529785156,0.9966647028923035
9,1,right_hip,180.4384765625,491.75848388671875,0.9973216652870178
9,1,left_knee,222.4656524658203,555.12255859375,0.9909695982933044
9,1,right_knee,175.6793670654297,554.624267578125,0.9913349747657776
9,1,left_ankle,211.57608032226562,623.9207763671875,0.9711998701095581
9,1,right_ankle,175.87432861328125,624.056884765625,0.9718144536018372
10,1,nose,206.18414306640625,402.677978515625,0.971278727054596
10,1,left_eye,212.03599548339844,396.6923522949219,0.9533883929252625
10,1,right_eye,199.31192016601562,396.7272033691406,0.9476633667945862
10,1,left_ear,221.260498046875,396.7174072265625,0.7596072554588318
10,1,right_ear,188.438232421875,396.7188720703125,0.7110755443572998
10,1,left_shoulder,239.04144287109375,421.8047180175781,0.9946350455284119
10,1,right_shoulder,170.58982849121094,422.9378967285156,0.9964278340339661
10,1,left_elbow,267.435302734375,456.3694152832031,0.9763178825378418
10,1,right_elbow,145.35650634765625,460.6861572265625,0.9803261756896973
10,1,left_wrist,273.4433288574219,479.7247009277344,0.9621459245681763
10,1,right_wrist,143.57748413085938,491.7284240722656,0.9636512398719788
10,1,left_hip,223.56875610351562,490.4112243652344,0.9967281818389893
10,1,right_hip,180.69920349121094,490.30975341796875,0.9973359704017639
10,1,left_knee,221.49868774414062,555.0216064453125,0.9913265109062195
10,1,right_knee,175.5078125,554.4154663085938,0.9915269017219543
10,1,left_ankle,211.013427734375,623.9198608398438,0.9720573425292969
10,1,right_ankle,176.1702423095703,623.793701171875,0.9723038673400879
11,1,nose,205.98300170898438,402.4650573730469,0.9717013239860535
11,1,left_eye,211.71238708496094,396.4109802246094,0.9525832533836365
11,1,right_eye,198.9811248779297,396.54315185546875,0.949618935585022
11,1,left_ear,220.8189239501953,396.32427978515625,0.7501928210258484
11,1,right_ear,187.84437561035156,396.5609130859375,0.7233465313911438
11,1,left_shoulder,238.67984008789062,421.2580871582031,0.9945975542068481
11,1,right_shoulder,170.0198974609375,422.9336853027344,0.9966048002243042
11,1,left_elbow,266.73388671875,456.07562255859375,0.975559651851654
11,1,right_elbow,145.44754028320312,461.97454833984375,0.9814788103103638
11,1,left_wrist,272.8299255371094,479.1988525390625,0.9613462090492249
11,1,right_wrist,143.96095275878906,493.94573974609375,0.9652712941169739
11,1,left_hip,223.79928588867188,489.67315673828125,0.9967873096466064
11,1,right_hip,180.79818725585938,489.79949951171875,0.9974679946899414
11,1,left_knee,220.7528533935547,554.9277954101562,0.9916123151779175
11,1,right_knee,174.50540161132812,554.5299682617188,0.9920622110366821
11,1,left_ankle,210.45184326171875,625.02685546875,0.9730489253997803
11,1,right_ankle,175.5148468017578,625.2453002929688,0.9739077091217041
12,1,nose,205.17445373535156,401.9147644042969,0.9721765518188477
12,1,left_eye,210.88731384277344,395.83843994140625,0.9539390206336975
12,1,right_eye,198.13079833984375,396.0368347167969,0.9499799609184265
12,1,left_ear,220.07908630371094,395.88800048828125,0.7560637593269348
12,1,right_ear,187.0939178466797,396.3092956542969,0.7211419343948364
12,1,left_shoulder,238.30960083007812,421.04522705078125,0.9946461319923401
12,1,right_shoulder,169.63363647460938,422.68487548828125,0.9966021776199341
12,1,left_elbow,266.24639892578125,456.68511962890625,0.9757270216941833
12,1,right_elbow,145.54664611816406,461.6181335449219,0.9813007116317749
12,1,left_wrist,272.04644775390625,479.80181884765625,0.9614881277084351
12,1,right_wrist,143.8008575439453,491.76556396484375,0.9650804996490479
12,1,left_hip,223.35751342773438,488.0543212890625,0.9967365860939026
12,1,right_hip,180.28982543945312,488.14459228515625,0.9974216222763062
12,1,left_knee,220.68150329589844,552.7112426757812,0.991678774356842
12,1,right_knee,173.8655548095703,552.2984619140625,0.9921035766601562
12,1,left_ankle,210.3750762939453,623.640380859375,0.9737079739570618
12,1,right_ankle,174.7313995361328,623.8573608398438,0.974480390548706
13,1,nose,205.66061401367188,401.8940734863281,0.9716496467590332
13,1,left_eye,211.27203369140625,395.843017578125,0.9506800770759583
13,1,right_eye,198.62698364257812,395.95001220703125,0.9508615732192993
13,1,left_ear,220.1024932861328,395.985107421875,0.7368642091751099
13,1,right_ear,187.1373291015625,396.10540771484375,0.7350643873214722
13,1,left_shoulder,237.60708618164062,421.2298278808594,0.9944326281547546
13,1,right_shoulder,169.06417846679688,422.69720458984375,0.9966512322425842
13,1,left_elbow,265.3736572265625,457.0351867675781,0.9741195440292358
13,1,right_elbow,145.36270141601562,462.50311279296875,0.9818626046180725
13,1,left_wrist,271.49041748046875,480.6955871582031,0.9595479369163513
13,1,right_wrist,144.52947998046875,494.59027099609375,0.9657531380653381
13,1,left_hip,222.61329650878906,488.3636169433594,0.996687114238739
13,1,right_hip,179.5953826904297,488.450927734375,0.9974566102027893
13,1,left_knee,219.79376220703125,552.5968017578125,0.9916396737098694
13,1,right_knee,173.1365966796875,552.2166137695312,0.9923185110092163
13,1,left_ankle,209.9221954345703,623.7030029296875,0.9740197658538818
13,1,right_ankle,174.4832763671875,624.06005859375,0.9753649830818176
14,1,nose,206.226806640625,402.1150817871094,0.9728129506111145
14,1,left_eye,211.68807983398438,396.0208435058594,0.9493021368980408
14,1,right_eye,199.0482940673828,396.1020202636719,0.9552653431892395
14,1,left_ear,220.11349487304688,395.9725036621094,0.7140514850616455
14,1,right_ear,186.8564453125,395.9598693847656,0.7598342299461365
14,1,left_shoulder,236.560546875,420.6213073730469,0.9941409230232239
14,1,right_shoulder,168.18943786621094,422.37890625,0.9967286586761475
14,1,left_elbow,263.5999450683594,456.6358947753906,0.9711809158325195
14,1,right_elbow,145.0261688232422,464.0391845703125,0.9822224378585815
14,1,left_wrist,271.1080627441406,479.7017517089844,0.955979585647583
14,1,right_wrist,144.78384399414062,497.7076110839844,0.966006338596344
14,1,left_hip,221.6106414794922,486.0862121582031,0.9964549541473389
14,1,right_hip,178.6761932373047,486.4266357421875,0.9973829388618469
14,1,left_knee,219.61135864257812,550.0914916992188,0.9914612770080566
14,1,right_knee,173.09255981445312,550.0289306640625,0.9925024509429932
14,1,left_ankle,209.7936553955078,622.8333129882812,0.9743841886520386
14,1,right_ankle,174.40965270996094,623.709716796875,0.9764974117279053
15,1,nose,205.41688537597656,402.219482421875,0.97325599193573
15,1,left_eye,211.11424255371094,396.03887939453125,0.9507982730865479
15,1,right_eye,198.19061279296875,396.1103820800781,0.9557876586914062
15,1,left_ear,219.81089782714844,396.07025146484375,0.7198405265808105
15,1,right_ear,186.04586791992188,396.0658874511719,0.7585654258728027
15,1,left_shoulder,236.04736328125,420.8188781738281,0.9939853549003601
15,1,right_shoulder,167.02749633789062,422.62164306640625,0.9965205192565918
15,1,left_elbow,262.9106750488281,457.9833679199219,0.9697938561439514
15,1,right_elbow,144.31468200683594,465.1546936035156,0.9804006814956665
15,1,left_wrist,269.74383544921875,481.19976806640625,0.9537466168403625
15,1,right_wrist,144.81106567382812,498.19659423828125,0.9629551768302917
15,1,left_hip,220.0308380126953,484.37664794921875,0.9960980415344238
15,1,right_hip,176.5635986328125,484.79669189453125,0.9970661997795105
15,1,left_knee,219.61752319335938,547.6749267578125,0.9910109043121338
15,1,right_knee,172.43853759765625,547.7420654296875,0.9919959306716919
15,1,left_ankle,209.668212890625,621.7019653320312,0.9740189909934998
15,1,right_ankle,174.2482452392578,622.7315063476562,0.9758877158164978
16,1,nose,203.85369873046875,402.2164306640625,0.9722722172737122
16,1,left_eye,209.74139404296875,396.03167724609375,0.9513541460037231
16,1,right_eye,196.6727752685547,396.101318359375,0.9527586102485657
16,1,left_ear,218.91146850585938,396.1485595703125,0.731234610080719
16,1,right_ear,185.013916015625,396.199462890625,0.7390347719192505
16,1,left_shoulder,235.44161987304688,420.859130859375,0.9937019348144531
16,1,right_shoulder,166.50730895996094,422.67437744140625,0.9961010217666626
16,1,left_elbow,261.94268798828125,458.352783203125,0.968742847442627
16,1,right_elbow,143.98143005371094,465.595458984375,0.9774731397628784
16,1,left_wrist,268.6386413574219,480.3131408691406,0.9519451260566711
16,1,right_wrist,144.4619140625,497.9908447265625,0.9584491848945618
16,1,left_hip,219.0399169921875,482.5698547363281,0.9958420395851135
16,1,right_hip,175.6383514404297,482.9244384765625,0.9967593550682068
16,1,left_knee,219.45333862304688,545.6800537109375,0.9911229610443115
16,1,right_knee,172.261962890625,545.6173095703125,0.9918102622032166
16,1,left_ankle,209.6699676513672,620.7249145507812,0.975357174873352
16,1,right_ankle,174.406494140625,621.434326171875,0.9764999151229858
17,1,nose,205.02081298828125,402.55181884765625,0.9713034629821777
17,1,left_eye,210.71949768066406,396.46905517578125,0.9485356211662292
17,1,right_eye,197.8769989013672,396.45074462890625,0.9517953991889954
17,1,left_ear,219.30093383789062,396.7605285644531,0.7198922634124756
17,1,right_ear,185.6653289794922,396.5107421875,0.7408762574195862
17,1,left_shoulder,235.10919189453125,421.255126953125,0.9936129450798035
17,1,right_shoulder,166.64117431640625,422.81427001953125,0.995974600315094
17,1,left_elbow,260.9896545410156,458.0337219238281,0.9686307907104492
17,1,right_elbow,143.6387939453125,465.55328369140625,0.9768948554992676
17,1,left_wrist,268.5133056640625,478.7857971191406,0.9516337513923645
17,1,right_wrist,142.87962341308594,498.031494140625,0.9574652910232544
17,1,left_hip,218.45079040527344,482.47601318359375,0.9958745837211609
17,1,right_hip,175.3463134765625,482.7200927734375,0.996740996837616
17,1,left_knee,218.66664123535156,545.98486328125,0.9911461472511292
17,1,right_knee,171.58993530273438,545.8715209960938,0.9917193651199341
17,1,left_ankle,209.67872619628906,620.0487670898438,0.9752809405326843
17,1,right_ankle,173.85366821289062,620.7722778320312,0.9761644601821899
18,1,nose,204.28634643554688,402.5430908203125,0.9706887602806091
18,1,left_eye,209.94700622558594,396.56390380859375,0.9471579790115356
18,1,right_eye,197.23756408691406,396.516845703125,0.9507501125335693
18,1,left_ear,218.4899139404297,396.88360595703125,0.7156214714050293
18,1,right_ear,185.1549072265625,396.5641174316406,0.7378042936325073
18,1,left_shoulder,234.2435302734375,421.10504150390625,0.9935278296470642
18,1,right_shoulder,166.2569122314453,422.65155029296875,0.9959381818771362
18,1,left_elbow,259.86456298828125,456.90081787109375,0.9685414433479309
18,1,right_elbow,142.8687744140625,464.84930419921875,0.9771708250045776
18,1,left_wrist,268.3450927734375,475.9179382324219,0.9514154195785522
18,1,right_wrist,141.28492736816406,496.5585632324219,0.9578078985214233
18,1,left_hip,217.7359619140625,482.8923034667969,0.9958842396736145
18,1,right_hip,174.99571228027344,483.0920104980469,0.9967569708824158
18,1,left_knee,217.93499755859375,546.6463012695312,0.9909855127334595
18,1,right_knee,171.20135498046875,546.4474487304688,0.9916042685508728
18,1,left_ankle,209.45672607421875,620.384033203125,0.9743707180023193
18,1,right_ankle,173.31106567382812,620.9256591796875,0.9753631949424744
19,1,nose,202.25631713867188,403.6156921386719,0.9715325236320496
19,1,left_eye,208.50164794921875,397.7369079589844,0.9545220732688904
19,1,right_eye,195.54928588867188,397.48199462890625,0.9468400478363037
19,1,left_ear,218.0755157470703,397.8161315917969,0.7635489106178284
19,1,right_ear,184.73849487304688,397.09246826171875,0.6944823861122131
19,1,left_shoulder,234.48074340820312,421.72052001953125,0.9941974878311157
19,1,right_shoulder,166.23452758789062,422.5155334472656,0.9958368539810181
19,1,left_elbow,259.82855224609375,457.4051513671875,0.9741348028182983
19,1,right_elbow,142.14407348632812,463.7023010253906,0.9759174585342407
19,1,left_wrist,267.65618896484375,475.02093505859375,0.9588322043418884
19,1,right_wrist,139.05419921875,494.6756286621094,0.9568294286727905
19,1,left_hip,216.77381896972656,483.83282470703125,0.9962435960769653
19,1,right_hip,173.9619140625,483.48046875,0.9968157410621643
19,1,left_knee,216.4612579345703,549.6246337890625,0.9916282892227173
19,1,right_knee,169.51210021972656,548.6953125,0.9914824962615967
19,1,left_ankle,209.47377014160156,623.3638916015625,0.9750940203666687
19,1,right_ankle,172.88778686523438,622.6574096679688,0.9744224548339844
20,1,nose,201.63265991210938,403.23565673828125,0.9725739359855652
20,1,left_eye,207.97360229492188,397.4942626953125,0.9567968249320984
20,1,right_eye,195.14645385742188,397.1211242675781,0.9472039937973022
20,1,left_ear,217.60134887695312,397.7132568359375,0.7762214541435242
20,1,right_ear,184.65753173828125,396.72393798828125,0.6895565986633301
20,1,left_shoulder,233.63052368164062,421.7397155761719,0.9946414232254028
20,1,right_shoulder,166.185302734375,422.3247985839844,0.9960085153579712
20,1,left_elbow,258.76202392578125,456.33685302734375,0.9763769507408142
20,1,right_elbow,141.55447387695312,462.79296875,0.9764528870582581
20,1,left_wrist,267.181884765625,472.252685546875,0.9618512988090515
20,1,right_wrist,137.6304473876953,493.2795715332031,0.9578046202659607
20,1,left_hip,215.59202575683594,485.4589538574219,0.9965412020683289
20,1,right_hip,173.32733154296875,484.9721374511719,0.9970017075538635
20,1,left_knee,215.37310791015625,552.1875,0.9920294284820557
20,1,right_knee,169.03701782226562,551.0927124023438,0.9916772842407227
20,1,left_ankle,209.08926391601562,625.2765502929688,0.9754757881164551
20,1,right_ankle,172.18759155273438,624.256103515625,0.9743255972862244
21,1,nose,200.18997192382812,402.9685974121094,0.9737209677696228
21,1,left_eye,206.6431884765625,397.2735595703125,0.9601407647132874
21,1,right_eye,193.81959533691406,396.8795471191406,0.9470548033714294
21,1,left_ear,216.43470764160156,397.6895446777344,0.7955535054206848
21,1,right_ear,183.57540893554688,396.7002258300781,0.6786088943481445
21,1,left_shoulder,232.48593139648438,421.93585205078125,0.9951671361923218
21,1,right_shoulder,165.21307373046875,422.86663818359375,0.9960638880729675
21,1,left_elbow,258.1904296875,455.5357360839844,0.9792923927307129
21,1,right_elbow,140.62001037597656,463.2056884765625,0.9759153127670288
21,1,left_wrist,267.28497314453125,470.62109375,0.9656928777694702
21,1,right_wrist,136.96282958984375,493.5999755859375,0.9572574496269226
21,1,left_hip,214.87539672851562,487.27325439453125,0.9967663288116455
21,1,right_hip,172.69332885742188,486.931396484375,0.9970543384552002
21,1,left_knee,214.45851135253906,554.8076782226562,0.9921658039093018
21,1,right_knee,168.08126831054688,553.8304443359375,0.9913621544837952
21,1,left_ankle,208.9214324951172,627.2163696289062,0.9749012589454651
21,1,right_ankle,171.4200439453125,626.2586669921875,0.9726743102073669
22,1,nose,198.9837188720703,402.6422424316406,0.9724040627479553
22,1,left_eye,205.43112182617188,396.92169189453125,0.9591865539550781
22,1,right_eye,192.63397216796875,396.5983581542969,0.9434898495674133
22,1,left_ear,215.44606018066406,397.27069091796875,0.7975197434425354
22,1,right_ear,182.6762237548828,396.4847717285156,0.6626303791999817
22,1,left_shoulder,232.19424438476562,421.5753173828125,0.9950723052024841
22,1,right_shoulder,164.76162719726562,422.5002746582031,0.995888888835907
22,1,left_elbow,258.10009765625,455.2573547363281,0.9794048070907593
22,1,right_elbow,140.1227569580078,462.1083679199219,0.9751547574996948
22,1,left_wrist,267.292724609375,471.1317138671875,0.9657859206199646
22,1,right_wrist,136.13027954101562,491.75390625,0.9563689827919006
22,1,left_hip,214.8108673095703,486.9272155761719,0.9968233108520508
22,1,right_hip,172.62469482421875,486.53692626953125,0.997075080871582
22,1,left_knee,214.10952758789062,553.8423461914062,0.9924890995025635
22,1,right_knee,167.88365173339844,552.7916259765625,0.9916194677352905
22,1,left_ankle,208.36343383789062,626.3518676757812,0.9762105941772461
22,1,right_ankle,171.29856872558594,625.2468872070312,0.9738633036613464
23,1,nose,197.2384796142578,402.2420654296875,0.9741305112838745
23,1,left_eye,203.95565795898438,396.5478515625,0.9625082612037659
23,1,right_eye,191.06578063964844,396.1339111328125,0.9454177021980286
23,1,left_ear,214.56529235839844,397.13787841796875,0.8124825954437256
23,1,right_ear,181.69630432128906,396.19635009765625,0.6623209118843079
23,1,left_shoulder,231.5902862548828,421.9495849609375,0.9954547882080078
23,1,right_shoulder,164.04779052734375,422.8913269042969,0.9961485862731934
23,1,left_elbow,257.9630126953125,455.5916748046875,0.9806777834892273
23,1,right_elbow,139.79092407226562,463.088134765625,0.975925862789154
23,1,left_wrist,266.9014892578125,471.1767272949219,0.9675556421279907
23,1,right_wrist,136.0077667236328,493.9941101074219,0.9575258493423462
23,1,left_hip,214.1680908203125,487.8953857421875,0.9969509840011597
23,1,right_hip,171.95709228515625,487.44989013671875,0.9971728324890137
23,1,left_knee,213.32020568847656,553.99365234375,0.9926561117172241
23,1,right_knee,167.40057373046875,552.810302734375,0.9917303919792175
23,1,left_ankle,207.94981384277344,626.068603515625,0.9766186475753784
23,1,right_ankle,171.5117950439453,624.6676635742188,0.9741389751434326
24,1,nose,196.53099060058594,402.021240234375,0.9755582809448242
24,1,left_eye,203.3694610595703,396.3384704589844,0.964765191078186
